GAGEID,COMID,svc_sd,xgb_sd,NUSVR_alpha,NuSVR_beta,GP_alpha,GP_beta,Jan_NN,Feb_NN,March_NN,April_NN,May_NN,June_NN,July_NN,Aug_NN,Sept_NN,Oct_NN,Nov_NN,Dec_NN,NN_td,Jan_XT,Feb_XT,March_XT,April_XT,May_XT,June_XT,July_XT,Aug_XT,Sept_XT,Oct_XT,Nov_XT,Dec_XT,XT_td,Jan_RF,Feb_RF,March_RF,April_RF,May_RF,June_RF,July_RF,Aug_RF,Sept_RF,Oct_RF,Nov_RF,Dec_RF,RF_td
6827500,74030043,0,1,0.107416339,0.41632096,0.107416339,0.41632096,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2
6817500,74030478,2,1,1.646233346,0.070376081,1.646233346,0.070376081,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6139821,21001982,1,2,6.970296622,0.048344258,6.970296622,0.048344258,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6139310,21001719,2,2,2.271910035,0.076295803,2.271910035,0.076295803,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6128620,21005977,1,1,0.993475768,0.33809484,0.993475768,0.33809484,0,0,0,1,0,1,1,1,1,0,0,0,5,1,0,0,0,1,1,1,1,1,1,1,1,8,1,1,0,0,1,1,1,1,0,1,1,1,8
6128120,21004298,1,2,4.182945739,0.190547037,4.182945739,0.190547037,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,0,1,1,1,1,1,0,5
6119210,23023085,2,1,1.817211085,0.17386502,1.817211085,0.17386502,1,0,1,1,1,1,1,1,1,0,0,0,8,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,1,1,1,1,1,1,1,7
6119050,23024771,2,2,7.07686273,0.172683873,7.07686273,0.172683873,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6
5202227,56168905,2,2,1.032753216,0.061290678,1.032753216,0.061290678,1,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,1,1,4
4213682,71039311,2,2,0.43406613,0.118782455,0.43406613,0.118782455,0,0,0,0,0,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,1,1,1,1,1,4
3650860,63011665,2,2,0.781212003,0.117630088,0.781212003,0.117630088,1,1,1,0,0,0,0,1,1,1,1,0,7,1,1,1,0,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,11
narm_morta,45070640,2,2,2.394174971,0.047093857,2.394174971,0.047093857,1,1,1,1,1,1,1,1,1,0,1,1,10,1,1,1,1,1,1,1,1,1,0,0,0,9,1,1,1,1,1,1,1,1,1,0,0,0,9
6744600,22021419,2,1,4.445319301,0.082339944,4.445319301,0.082339944,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6744500,22019944,3,2,1.995526572,0.091211218,1.995526572,0.091211218,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,0,0,5
6744201,22034561,3,3,1.509877785,0.087740412,1.509877785,0.087740412,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6744200,22034499,3,3,1.650271667,0.088220733,1.650271667,0.088220733,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6744100,22028761,2,2,1.596948012,0.064985457,1.596948012,0.064985457,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6742701,22027476,2,2,1.642378462,0.118228985,1.642378462,0.118228985,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,0,0,5
6742600,22020930,2,2,2.216706425,0.103891724,2.216706425,0.103891724,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,1,1,1,1,1,1,0,0,6
6742552,22040231,3,3,1.714256493,0.062034218,1.714256493,0.062034218,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6742452,22034919,3,2,2.179411626,0.069145758,2.179411626,0.069145758,0,0,0,0,0,0,1,1,1,1,1,0,5,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,0,0,5
6742400,22035547,2,2,1.755028517,0.10728964,1.755028517,0.10728964,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6742201,22040093,3,3,2.626158199,0.049519974,2.626158199,0.049519974,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6574350,24024721,3,2,1.515508353,0.110349362,1.515508353,0.110349362,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0,7,0,0,0,0,1,1,1,1,1,1,1,0,7
6574201,24028131,3,3,1.087663788,0.107166976,1.087663788,0.107166976,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0,7,0,0,0,0,1,1,1,1,1,1,1,0,7
6574150,24024711,3,3,1.356888464,0.120345154,1.356888464,0.120345154,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0,7,0,0,0,0,1,1,1,1,1,1,1,0,7
6574011,24028438,3,2,2.114760452,0.12948554,2.114760452,0.12948554,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0,7,0,0,0,0,1,1,1,1,1,1,1,0,7
6573100,24025243,2,2,3.608083655,0.078121937,3.608083655,0.078121937,0,0,0,0,0,0,0,1,1,1,1,0,4,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6458807,24032759,3,2,0.96103748,0.171680654,0.96103748,0.171680654,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6351100,21007589,0,2,2.724683394,0.106888606,2.724683394,0.106888606,0,0,0,0,0,1,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6
6349411,21000624,0,0,7.220779058,0.078348772,7.220779058,0.078348772,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0,7,0,0,0,0,1,1,1,1,1,1,1,0,7
6349410,21000541,0,0,6.944891962,0.079852552,6.944891962,0.079852552,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,0,7,0,0,0,0,1,1,1,1,1,1,1,0,7
6349400,21000511,0,0,7.460567333,0.06743095,7.460567333,0.06743095,0,0,0,1,1,1,1,1,1,0,0,0,6,0,0,0,0,1,1,1,1,1,1,1,0,7,0,0,0,0,1,1,1,1,1,1,1,0,7
6348200,21003469,2,2,3.099804912,0.137483111,3.099804912,0.137483111,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6335035,23010767,2,2,4.914324089,0.096830436,4.914324089,0.096830436,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,0,1,1,1,1,1,1,6
6213760,23026827,2,3,1.35386881,0.120514466,1.35386881,0.120514466,0,0,0,0,0,1,1,1,1,1,1,1,6,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,1,1,1,1,1,1,1,7
6211150,23026052,2,2,3.82136765,0.115549279,3.82136765,0.115549279,0,0,0,0,0,1,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6
6139837,21002147,2,2,5.01274175,0.086030969,5.01274175,0.086030969,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6139810,21003086,2,2,4.483828713,0.068276517,4.483828713,0.068276517,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,0,1,1,1,1,1,0,5,0,0,0,0,0,0,1,1,1,1,1,0,5
6139735,21005399,2,2,3.352736011,0.079160024,3.352736011,0.079160024,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6139730,21001521,2,2,4.149809535,0.06826398,4.149809535,0.06826398,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6139450,21002540,2,1,5.301537107,0.065330031,5.301537107,0.065330031,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6139210,21004661,2,2,3.231552648,0.085885239,3.231552648,0.085885239,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6125340,23023398,1,1,2.169673104,0.17562809,2.169673104,0.17562809,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6125240,23024968,2,2,4.757630752,0.124903752,4.757630752,0.124903752,0,0,0,0,1,1,1,1,1,1,0,0,6,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6123790,23021388,2,2,2.293345562,0.114868494,2.293345562,0.114868494,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,0,1,1,1,1,1,1,6
6123710,23020493,2,2,2.201966835,0.102276626,2.201966835,0.102276626,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,1,6,1,0,0,0,0,1,1,1,1,1,1,1,7
6123630,23021447,2,2,2.4356081,0.11569931,2.4356081,0.11569931,0,0,0,0,0,0,1,1,1,1,1,0,5,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,1,6
6123140,23018213,2,2,0.925226137,0.288095983,0.925226137,0.288095983,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,1,1,1,1,1,1,1,7
5708160,56000074,2,2,2.614269633,0.054434529,2.614269633,0.054434529,1,1,0,0,0,1,1,1,1,1,1,1,8,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
5606170,56160178,1,1,1.102408979,0.445139007,1.102408979,0.445139007,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8
5304082,56164149,0,0,0.007727226,0.115178285,0.007727226,0.115178285,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,1,3
4214480,71021864,0,0,2.550682165,0.06993667,2.550682165,0.06993667,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,0,0,1,1,1,1,1,1,1,1,7,0,0,0,0,1,1,1,1,1,1,1,0,7
4213100,71039913,1,1,1.655711192,0.188484249,1.655711192,0.188484249,1,1,0,0,0,1,0,1,1,1,1,1,7,1,1,0,0,0,1,1,1,1,1,1,1,8,1,1,0,0,0,1,1,1,1,1,1,1,8
3650970,63018987,1,1,0.293056953,0.230020243,0.293056953,0.230020243,0,0,0,0,0,1,1,1,1,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,0,1,1,10
3650940,63015153,1,1,0.30421657,0.187700879,0.30421657,0.187700879,0,0,0,0,0,1,1,1,1,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,0,0,1,1,9
3650912,63015562,1,2,0.861513069,0.106412173,0.861513069,0.106412173,1,1,1,1,1,1,0,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,0,1,1,10
3650755,63011924,3,1,0.316026911,0.119360836,0.316026911,0.119360836,1,1,1,1,1,0,0,1,1,1,1,1,9,1,1,1,0,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,0,1,1,1,1,1,10
3649050,62140255,3,3,4.465729744,0.035877981,4.465729744,0.035877981,1,1,1,0,1,1,1,1,1,1,1,1,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649030,62140147,3,3,3.496892904,0.034988934,3.496892904,0.034988934,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3649010,62140585,3,2,4.659051512,0.031856207,4.659051512,0.031856207,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3638900,62140719,2,2,3.385357337,0.040741911,3.385357337,0.040741911,1,1,1,1,1,1,1,1,1,0,1,1,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3634380,62085181,3,2,4.667500332,0.075628127,4.667500332,0.075628127,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,0,0,0,1,1,1,1,1,1,1,8
3630600,62039708,2,2,4.306949874,0.026865191,4.306949874,0.026865191,1,1,1,1,1,0,0,1,1,1,1,1,9,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,0,1,1,1,1,1,1,8
1577100,11012355,2,2,1.184358035,0.044810375,1.184358035,0.044810375,1,1,1,1,1,1,1,1,0,0,1,1,9,1,1,1,1,1,1,1,1,1,0,0,1,9,1,1,1,1,1,1,1,1,1,0,0,1,9
ADHI_438,15001088,1,1,0.552453337,0.075360608,0.552453337,0.075360608,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,0,1,1,1,1,1,5
6870200,74037780,1,1,0.19201634,0.295350516,0.19201634,0.295350516,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,3
5405041,56156871,0,1,0.020264457,0.305044402,0.020264457,0.305044402,0,0,1,1,1,1,1,0,0,0,0,0,5,1,1,0,0,1,1,1,0,0,0,0,1,5,1,1,0,0,0,1,1,0,0,0,1,1,5
5405030,56164468,0,1,0.031415195,0.373843034,0.031415195,0.373843034,0,1,1,1,1,1,1,0,0,0,0,0,6,1,1,1,0,1,1,1,1,0,0,0,1,7,1,1,0,0,1,1,1,1,0,0,0,1,6
3624201,62054205,2,3,9.507476427,0.030585876,9.507476427,0.030585876,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,0,0,0,0,1,1,1,1,1,1,7
6340010,74005028,2,1,0.065636116,0.192937567,0.065636116,0.192937567,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,0,1,1,1,1,1,1,1,0,0,7,0,0,0,1,1,1,0,1,1,0,0,0,5
6118230,23014503,2,2,2.495554218,0.051566524,2.495554218,0.051566524,0,0,0,0,0,1,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6
5109152,56032698,1,1,0.048037733,0.148320604,0.048037733,0.148320604,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,1,1,1,1,1,1,1,1,10,1,1,0,0,0,1,1,1,1,1,1,1,8
5101287,56045761,1,0,0.003369764,0.191475016,0.003369764,0.191475016,1,1,1,0,0,0,0,0,0,1,1,1,5,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,0,1,1,1,1,1,1,7
4214010,83012630,2,0,1.15292128,0.064152048,1.15292128,0.064152048,0,0,0,0,0,1,1,1,1,1,1,0,6,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,1,1,1,1,1,1,1,7
3637790,62084606,2,3,4.520404929,0.033623925,4.520404929,0.033623925,1,1,1,1,0,1,1,1,1,1,1,1,10,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
8162500,75017594,2,2,0.211104478,0.129344546,0.211104478,0.129344546,0,0,0,0,0,0,1,1,1,1,1,1,5,0,0,0,0,0,0,1,1,1,1,1,1,5,0,0,0,0,0,1,1,1,1,0,1,0,5
4214271,71007762,1,1,1.306057517,0.142042635,1.306057517,0.142042635,0,0,0,0,0,1,1,1,1,1,1,0,6,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,1,1,1,1,1,1,1,1,8
4213435,71028033,2,2,0.623376993,0.082554896,0.623376993,0.082554896,0,0,0,0,0,1,1,1,1,1,1,1,6,1,0,0,0,1,0,0,1,1,1,1,1,6,1,0,0,0,1,0,0,1,1,1,1,1,6
6503853,23002282,2,2,4.332708397,0.166602717,4.332708397,0.166602717,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,0,1,1,1,1,1,1,1,0,1,9,1,1,1,1,1,1,1,1,1,0,0,1,9
6242410,22022845,2,1,0.987476805,0.119991661,0.987476805,0.119991661,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,0,7,0,0,0,0,1,1,1,1,1,1,1,0,7
5606121,56157962,1,1,0.350619757,0.258814853,0.350619757,0.258814853,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,0,0,0,1,8
5065500,71047226,1,2,0.282059649,0.179054584,0.282059649,0.179054584,0,0,0,0,0,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,1,1,1,1,1,4,1,0,0,1,0,0,0,1,1,1,1,1,6
4214460,71016787,0,0,2.671577449,0.048306045,2.671577449,0.048306045,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,0,0,1,1,1,1,1,0,0,0,5,0,0,1,1,1,1,1,0,0,0,0,0,5
4201010,82000156,1,1,1.382967682,0.068836752,1.382967682,0.068836752,0,0,0,0,0,1,1,1,1,1,1,1,6,1,1,1,0,1,1,1,1,1,1,1,1,10,1,1,1,0,1,1,1,1,1,1,1,1,10
3659105,64002083,3,3,4.486581063,0.034953906,4.486581063,0.034953906,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3651530,63030543,2,2,2.160895307,0.016966648,2.160895307,0.016966648,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,1,1,1,1,1,1,1,8,1,1,0,0,0,0,1,1,1,1,1,1,7
1323550,14077024,2,3,5.451794225,0.054872536,5.451794225,0.054872536,1,1,1,1,1,1,1,1,0,0,0,1,8,1,1,1,1,1,1,1,1,1,0,0,1,9,1,1,1,1,1,1,1,1,1,0,0,1,9
11134000,77027843,2,1,0.37018488,0.105799519,0.37018488,0.105799519,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,0,1,1,1,1,1,1,8
6808820,74029840,2,2,1.575033988,0.065107702,1.575033988,0.065107702,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,3
6604440,74017474,2,2,0.856315164,0.121139527,0.856315164,0.121139527,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,1,1,1,1,0,4
6125650,23023041,2,2,2.474769284,0.135996699,2.474769284,0.135996699,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,0,6
3618121,62011949,3,3,18.14567805,0.065349152,18.14567805,0.065349152,1,1,0,0,0,0,0,1,1,1,1,1,6,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,0,1,1,1,1,1,1,7
ADHI_618,14050174,2,2,0.660742394,0.085374031,0.660742394,0.085374031,1,1,1,1,1,1,1,1,1,0,1,1,10,1,1,1,1,1,1,1,1,1,0,0,0,9,1,1,1,1,1,1,1,1,1,0,0,0,9
6639000,74023438,2,2,0.091428675,0.207604225,0.091428675,0.207604225,1,1,0,1,1,1,1,1,1,1,1,1,10,1,0,0,0,1,1,1,1,1,1,1,1,8,1,0,0,1,1,1,1,1,1,1,1,1,9
6503351,23004631,2,2,4.326741633,0.175073978,4.326741633,0.175073978,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,0,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,0,0,1,9
6211160,23024238,1,2,2.814775355,0.143597284,2.814775355,0.143597284,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6
6125640,23023054,2,2,3.322514646,0.124865893,3.322514646,0.124865893,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,0,1,1,1,1,1,1,0,6
6026420,74010020,2,2,0.853554146,0.086058721,0.853554146,0.086058721,1,1,0,0,1,1,1,1,1,1,1,1,9,1,1,0,0,1,1,1,1,1,1,1,1,9,1,1,0,0,1,1,1,1,1,1,1,1,9
5490600,74029301,2,2,1.843588162,0.077344702,1.843588162,0.077344702,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,3
5460400,74017255,2,2,1.387097251,0.126953073,1.387097251,0.126953073,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,3
5457505,74017469,1,1,1.751031644,0.117623818,1.751031644,0.117623818,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,3
4208676,82042557,1,1,1.97469062,0.169020289,1.97469062,0.169020289,1,1,1,0,0,1,0,0,1,0,0,1,5,1,1,0,0,0,1,1,1,1,1,1,1,8,1,1,0,0,0,1,1,1,1,1,1,1,8
3652610,63042776,2,2,6.920046838,0.027810091,6.920046838,0.027810091,1,1,0,0,0,0,1,1,1,1,1,1,7,1,0,0,0,0,0,1,1,1,1,1,1,6,1,0,0,0,0,0,1,1,1,1,1,1,6
3651670,63025824,3,3,0.976331082,0.044169805,0.976331082,0.044169805,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,1,0,0,1,1,1,1,1,1,1,9,1,1,1,0,0,1,1,1,1,1,1,1,9
3613010,61046184,3,3,9.476804172,0.029504796,9.476804172,0.029504796,1,1,1,0,0,0,0,0,1,1,1,1,6,1,1,0,0,0,0,0,1,1,1,1,1,6,1,1,1,0,0,0,0,1,1,1,1,1,7
1577601,11011666,2,2,0.374193581,0.057378874,0.374193581,0.057378874,1,1,1,1,1,1,1,1,0,0,1,1,9,1,1,1,1,1,1,1,1,1,0,0,1,9,1,1,1,1,1,1,1,1,1,0,0,1,9
ADHI_442,15000606,1,0,0.143189026,0.109352107,0.143189026,0.109352107,1,0,0,0,0,0,1,1,1,1,1,1,6,0,0,0,0,0,0,1,1,1,1,1,1,5,0,0,0,0,0,0,0,1,1,1,1,1,4
9516500,77027972,1,1,0.031959081,0.217291235,0.031959081,0.217291235,1,0,0,0,0,0,1,1,1,1,1,1,6,1,1,0,0,0,0,1,1,1,1,1,1,7,1,1,0,0,0,0,0,1,1,1,1,1,6
9487000,77032827,0,0,0.011008752,0.381690479,0.011008752,0.381690479,1,1,0,0,0,0,1,1,1,0,0,1,5,1,1,0,0,0,1,1,0,0,0,1,1,5,0,0,0,0,0,1,1,0,0,0,0,0,2
6914500,74047069,2,2,0.910660543,0.118058637,0.910660543,0.118058637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,1,0,1,1,1,1,0,0,5
6847000,74029346,1,1,0.129065015,0.365905919,0.129065015,0.365905919,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,3
6660000,74030505,2,2,0.27538867,0.250000477,0.27538867,0.250000477,1,0,0,0,1,1,1,1,1,1,1,1,8,1,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,1,1,1,1,1,1,1,7
6638090,74023691,1,2,0.152212189,0.20943175,0.152212189,0.20943175,1,1,0,1,1,1,1,1,1,1,1,1,10,1,1,0,0,1,1,1,1,1,1,1,1,9,1,0,0,0,1,1,1,1,1,1,1,1,8
5473065,74029562,2,2,2.155613479,0.0745046,2.155613479,0.0745046,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,3
5421760,74022734,2,2,2.335373445,0.104719522,2.335373445,0.104719522,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,3
5204010,56165816,2,1,0.027728303,0.150145052,0.027728303,0.150145052,1,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,1,3
5101303,56064792,0,1,0.007058193,0.387122795,0.007058193,0.387122795,1,1,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,1,1,1,1,1,1,7,1,0,0,0,0,0,1,1,1,1,1,1,6
3633180,62084578,3,2,4.580672343,0.063410066,4.580672343,0.063410066,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,0,0,0,1,1,1,1,1,1,1,8,1,1,0,0,0,1,1,1,1,1,1,1,8
3633100,62070106,3,3,5.474542957,0.041916063,5.474542957,0.041916063,1,1,1,0,0,0,1,1,1,1,1,1,8,1,1,0,0,0,1,1,1,1,1,1,1,8,1,1,0,0,0,0,1,1,1,1,1,1,7
